# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --hazardsensitivewaw --toposortinput --nointrathreadhazard
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,335,8,140,69,0,59,35,0,37,28,0,44,32,4,7,7,0,2,2,0,2,6,0,3,6,0.369323015213
apache1,401,5,141,69,0,59,35,0,38,25,0,44,29,5,9,6,0,2,2,0,5,6,0,2,5,0.439763069153
apache1,357,6,137,69,0,59,35,0,38,28,0,40,28,2,6,6,0,1,1,0,3,6,0,2,4,0.359763145447
apache1,243,6,120,61,0,59,35,0,26,19,0,35,23,4,9,8,0,1,1,0,5,8,0,3,5,0.383069992065
apache1,389,6,124,61,0,59,35,0,22,16,0,43,29,4,7,7,0,2,2,0,3,7,0,2,6,0.32435297966
apache1,271,6,107,57,0,59,35,0,33,22,0,15,14,4,9,8,0,1,1,0,4,5,0,4,7,0.372843980789
apache1,390,7,110,57,0,59,35,0,21,16,0,30,19,4,7,6,0,1,1,0,2,5,0,4,6,0.337964057922
apache1,377,6,110,57,0,59,35,0,31,23,0,20,15,3,9,7,0,2,2,0,4,7,0,3,6,0.39109992981
apache1,374,5,110,57,0,59,35,0,31,23,0,20,14,4,7,6,0,1,1,0,3,5,0,3,6,0.329077959061
apache1,382,4,110,57,0,59,35,0,33,23,0,18,14,3,7,7,0,2,2,0,4,7,0,1,3,0.321904182434
apache1,211,7,120,61,0,59,35,0,33,23,0,28,19,4,9,8,0,1,1,0,3,5,0,5,8,0.399322032928
apache1,414,4,124,61,0,59,35,0,42,30,0,23,16,2,8,7,0,2,2,0,2,4,0,4,6,0.394483804703
apache1,106,4,100,53,0,59,35,0,17,12,0,24,14,4,7,6,0,2,2,0,2,5,0,3,5,0.317172050476
apache1,249,6,120,61,0,59,35,0,28,20,0,33,23,4,9,7,0,2,2,0,4,7,0,3,6,0.375599145889
apache1,255,8,140,69,0,59,35,0,36,27,0,45,32,4,7,6,0,1,1,0,3,6,0,3,5,0.381896018982
apache1,275,9,140,69,0,59,35,0,40,32,0,41,29,3,7,7,0,2,2,0,2,6,0,3,6,0.353217124939
apache1,336,4,120,61,0,59,35,0,38,27,0,23,16,2,8,6,0,2,2,0,2,4,0,4,5,0.369396924973
apache1,332,9,144,69,0,59,35,0,40,30,0,45,30,5,9,6,0,2,2,0,5,6,0,2,5,0.447491884232
apache1,368,4,124,61,0,59,35,0,46,31,0,19,15,2,7,6,0,1,1,0,3,6,0,3,6,0.371782064438
apache1,266,8,120,61,0,59,35,0,29,22,0,32,21,7,12,9,0,2,2,0,4,7,0,6,8,0.525431871414
apache1,115,8,120,61,0,59,35,0,19,20,0,42,30,4,6,6,0,1,1,0,2,5,0,3,5,0.363710165024
apache1,113,6,120,61,0,59,35,0,19,19,0,42,29,4,7,7,0,2,2,0,2,6,0,3,6,0.352957010269
apache1,81,3,107,57,0,59,35,0,19,14,0,29,22,2,5,5,0,1,1,0,2,4,0,2,5,0.31466794014
apache1,84,3,92,51,0,59,35,0,20,14,0,13,13,2,5,7,0,1,1,0,2,4,0,2,7,0.280143022537
apache1,220,11,141,69,0,59,35,0,38,28,0,44,34,2,9,6,0,2,2,0,4,5,0,3,5,0.401818037033
apache1,375,5,110,57,0,59,35,0,33,23,0,18,14,4,7,6,0,1,1,0,4,5,0,2,6,0.338044881821
apache1,218,8,141,69,0,59,35,0,40,30,0,42,30,3,6,6,0,1,1,0,2,5,0,3,6,0.356406927109
apache1,111,8,124,61,0,59,35,0,19,20,0,46,34,4,7,7,0,2,2,0,2,6,0,3,6,0.363526105881
apache1,346,6,120,61,0,59,35,0,27,19,0,34,22,6,11,9,0,2,2,0,5,9,0,4,6,0.462927103043
apache1,293,6,110,57,0,59,35,0,22,16,0,29,20,4,6,6,0,1,1,0,3,5,0,2,6,0.354337930679
apache1,239,8,140,69,0,59,35,0,36,27,0,45,32,4,7,6,0,1,1,0,3,6,0,3,5,0.371449947357
apache1,172,5,144,69,0,59,35,0,42,33,0,43,31,3,6,6,0,1,1,0,2,5,0,3,6,0.463445901871
apache1,213,7,120,61,0,59,35,0,32,23,0,29,19,4,8,8,0,1,1,0,2,5,0,5,8,0.364675045013
apache1,370,4,124,61,0,59,35,0,44,30,0,21,15,2,9,6,0,2,2,0,3,6,0,4,6,0.435312986374
apache1,381,6,110,57,0,59,35,0,31,23,0,20,15,3,7,7,0,2,2,0,3,7,0,2,6,0.318725824356
apache1,365,6,120,61,0,59,35,0,42,29,0,19,15,2,9,6,0,2,2,0,3,6,0,4,6,0.392454862595
apache1,292,7,110,57,0,59,35,0,22,16,0,29,19,4,6,6,0,1,1,0,2,5,0,3,6,0.322458982468
apache1,280,6,120,61,0,59,35,0,21,16,0,40,26,4,7,7,0,2,2,0,2,7,0,3,6,0.339693069458
apache1,176,3,107,57,0,59,35,0,19,14,0,29,22,2,5,5,0,1,1,0,2,4,0,2,5,0.289676189423
apache1,78,3,110,57,0,59,35,0,20,14,0,31,19,2,8,6,0,2,2,0,2,4,0,4,6,0.330640077591
apache1,215,6,107,57,0,59,35,0,33,22,0,15,14,4,8,8,0,1,1,0,3,5,0,4,7,0.367027044296
apache1,142,5,110,57,0,59,35,0,19,15,0,32,20,2,10,9,0,3,3,0,1,3,0,6,8,0.367349147797
apache1,245,6,120,61,0,59,35,0,28,19,0,33,22,4,8,8,0,1,1,0,5,8,0,2,5,0.342736959457
apache1,409,4,113,57,0,59,35,0,33,25,0,21,13,3,7,6,0,2,2,0,1,4,0,4,5,0.331568956375
apache1,331,4,120,61,0,59,35,0,38,27,0,23,16,2,8,6,0,2,2,0,2,4,0,4,5,0.348953008652
apache1,175,6,107,57,0,59,35,0,19,17,0,29,23,2,6,6,0,2,2,0,2,5,0,2,5,0.331871986389
apache1,107,6,110,57,0,59,35,0,17,14,0,34,21,4,10,8,0,2,2,0,2,6,0,6,7,0.401932001114
apache1,298,8,110,57,0,59,35,0,21,16,0,30,21,2,9,8,0,2,2,0,3,5,0,4,8,0.387567043304
apache1,299,6,110,57,0,59,35,0,22,16,0,29,20,2,9,8,0,2,2,0,3,5,0,4,8,0.401509046555
apache1,303,6,144,69,0,59,35,0,41,32,0,44,30,3,6,6,0,1,1,0,1,5,0,4,6,0.375294923782
apache1,264,8,120,61,0,59,35,0,32,23,0,29,20,5,9,8,0,1,1,0,2,5,0,6,8,0.4040620327
apache1,348,8,140,69,0,59,35,0,37,30,0,44,28,4,7,7,0,2,2,0,2,7,0,3,6,0.349423885345
apache1,285,7,124,61,0,59,35,0,21,20,0,44,31,5,8,7,0,2,2,0,2,6,0,4,7,0.351478815079
apache1,373,5,110,57,0,59,35,0,32,22,0,19,14,5,10,8,0,2,2,0,6,8,0,2,6,0.389647960663
apache1,184,4,120,61,0,59,35,0,17,18,0,44,28,2,8,6,0,2,2,0,1,3,0,5,5,0.354846000671
apache1,300,6,110,57,0,59,35,0,22,16,0,29,20,2,9,8,0,2,2,0,3,5,0,4,8,0.387793064117
apache1,394,5,97,53,0,59,35,0,22,15,0,16,15,5,8,8,0,2,2,0,4,5,0,2,7,0.359318971634
apache1,268,6,120,61,0,59,35,0,32,23,0,29,19,3,7,6,0,1,1,0,1,5,0,5,6,0.368046998978
