# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --flowsensitive --hazardsensitiveraw --toposortinput
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
bankaccount,5,5,98,22,5,45,14,0,37,16,0,35,13,0,26,12,0,12,11,0,14,14,0,19,14,9.16961598396
bankaccount,19,6,98,22,6,53,15,0,37,16,0,36,14,0,25,11,0,13,12,0,28,15,0,12,15,10.8670558929
bankaccount,16,6,99,22,6,53,15,0,37,16,0,36,14,0,26,12,0,13,12,0,28,15,0,12,15,11.4923870564
bankaccount,17,6,99,22,6,53,15,0,37,16,0,36,14,0,26,12,0,13,12,0,28,15,0,12,15,11.4638130665
bankaccount,18,7,99,22,7,47,14,0,37,16,0,36,14,0,26,12,0,12,11,0,16,14,0,19,14,10.1394639015
bluetooth,6,5,21,10,5,8,7,0,10,8,0,5,6,0,6,6,0,3,3,0,3,7,0,2,6,1.2549161911
pool,152,3,471,147,3,198,103,0,118,33,0,160,62,0,193,71,0,29,13,0,80,55,0,89,59,61.6468338966
pool,146,4,471,147,4,202,103,0,118,33,0,182,71,0,171,62,0,29,13,0,80,63,0,93,57,61.1594898701
pool,130,4,518,162,4,199,103,0,118,33,0,182,71,0,218,77,0,29,13,0,80,63,0,90,57,60.2980461121
pool,131,4,518,162,4,202,103,0,118,33,0,182,71,0,218,77,0,29,13,0,80,63,0,93,57,62.0023369789
pool,143,4,471,147,4,199,103,0,118,33,0,182,71,0,171,62,0,29,13,0,80,63,0,90,57,56.7259159088
pool,149,3,471,147,3,195,103,0,118,33,0,160,62,0,193,71,0,29,13,0,77,55,0,89,59,59.255616188
pool,138,3,518,162,3,198,103,0,118,33,0,207,77,0,193,71,0,29,13,0,80,55,0,89,59,71.6723818779
pool,137,3,518,162,3,195,103,0,118,33,0,207,77,0,193,71,0,29,13,0,77,55,0,89,59,54.0007400513
deadlock,9,5,29,7,5,18,7,0,13,7,0,8,7,0,8,6,0,5,5,0,6,6,0,7,6,2.2519390583
