# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --flowsensitive
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,337,10,120,61,0,59,35,0,27,20,0,34,23,6,16,11,0,6,6,0,5,9,0,5,9,0.629486083984
apache1,334,12,144,69,0,59,35,0,41,31,0,44,32,4,8,7,0,3,3,0,2,7,0,3,6,0.391519784927
apache1,357,7,137,69,0,59,35,0,38,28,0,40,28,3,9,7,0,3,3,0,3,6,0,3,6,0.422277927399
apache1,344,8,109,57,0,59,35,0,16,15,0,34,21,6,14,11,0,6,6,0,3,9,0,5,9,0.655802965164
apache1,107,6,110,57,0,59,35,0,17,14,0,34,21,4,16,11,0,6,6,0,2,8,0,8,9,0.75044798851
apache1,331,6,120,61,0,59,35,0,38,27,0,23,16,2,9,7,0,3,3,0,1,4,0,5,6,0.437392950058
apache1,421,8,120,61,0,59,35,0,39,28,0,22,17,4,8,7,0,3,3,0,2,7,0,3,6,0.35943198204
apache1,340,10,120,61,0,59,35,0,28,20,0,33,21,4,9,7,0,3,3,0,2,7,0,4,6,0.408054828644
apache1,305,5,97,53,0,59,35,0,22,15,0,16,15,5,14,11,0,6,6,0,3,8,0,5,9,0.592252016068
apache1,75,7,97,53,0,59,35,0,20,16,0,18,15,5,9,7,0,4,4,0,3,7,0,2,6,0.388537883759
apache1,47,8,124,65,0,59,35,0,41,30,0,24,22,6,10,7,0,4,4,0,3,7,0,3,6,0.45981502533
apache1,413,3,120,61,0,59,35,0,40,26,0,21,13,3,11,7,0,4,4,0,3,6,0,4,6,0.541867017746
apache1,411,3,109,57,0,59,35,0,29,22,0,21,13,3,10,7,0,4,4,0,2,6,0,4,6,0.45095205307
