# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache1,346,10,120,61,0,59,35,0,27,19,0,34,22,6,9,9,0,2,2,0,4,9,0,3,6,0.356029033661
apache1,172,5,144,69,0,59,35,0,42,33,0,43,31,3,6,6,0,1,1,0,2,5,0,3,6,0.299400091171
apache1,342,8,120,61,0,59,35,0,28,19,0,33,21,4,6,6,0,1,1,0,3,6,0,2,5,0.294296979904
apache1,391,8,110,57,0,59,35,0,22,16,0,29,19,4,7,7,0,2,2,0,3,6,0,2,7,0.295915126801
apache1,291,9,110,57,0,59,35,0,22,16,0,29,19,4,6,6,0,1,1,0,2,5,0,3,6,0.29416012764
apache1,365,6,120,61,0,59,35,0,42,29,0,19,15,2,6,6,0,1,1,0,1,5,0,4,6,0.30114197731
apache1,280,6,120,61,0,59,35,0,21,16,0,40,26,4,7,7,0,2,2,0,2,7,0,3,6,0.305344104767
apache1,301,10,110,57,0,59,35,0,22,17,0,29,20,4,9,9,0,2,2,0,3,6,0,4,9,0.361793041229
apache1,236,8,120,61,0,59,35,0,28,20,0,33,22,6,8,6,0,1,1,0,4,6,0,3,5,0.325760126114
apache1,185,8,120,61,0,59,35,0,19,15,0,42,26,3,6,6,0,1,1,0,1,5,0,4,6,0.295594930649
apache1,282,6,124,61,0,59,35,0,20,16,0,45,30,3,6,6,0,1,1,0,2,5,0,3,6,0.332399129868
apache1,419,8,110,57,0,59,35,0,30,22,0,21,16,4,9,9,0,2,2,0,5,9,0,2,6,0.330893039703
apache1,274,9,144,69,0,59,35,0,39,32,0,46,31,3,7,7,0,2,2,0,2,6,0,3,6,0.315723180771
apache1,50,5,107,57,0,59,35,0,32,21,0,16,15,2,6,6,0,1,1,0,3,5,0,2,5,0.282883882523
apache1,275,9,140,69,0,59,35,0,40,32,0,41,29,3,7,7,0,2,2,0,2,6,0,3,6,0.350883960724
apache1,207,9,140,69,0,59,35,0,39,30,0,42,29,2,6,6,0,1,1,0,2,4,0,3,6,0.314085960388
apache1,376,5,110,57,0,59,35,0,32,21,0,19,13,3,6,6,0,1,1,0,3,5,0,2,5,0.307272911072
apache1,144,8,110,57,0,59,35,0,20,15,0,31,19,4,7,7,0,2,2,0,3,7,0,2,6,0.307778835297
apache1,78,3,110,57,0,59,35,0,20,14,0,31,19,2,8,6,0,2,2,0,2,4,0,4,6,0.32868885994
apache1,51,5,102,55,0,59,35,0,32,21,0,11,13,2,6,8,0,1,1,0,3,5,0,2,7,0.2794880867
apache1,114,6,120,61,0,59,35,0,19,19,0,42,29,2,6,6,0,1,1,0,3,6,0,2,4,0.283367872238
apache1,111,9,124,61,0,59,35,0,19,20,0,46,34,5,7,7,0,2,2,0,2,6,0,3,7,0.322651863098
apache1,106,4,100,53,0,59,35,0,17,12,0,24,14,4,6,6,0,1,1,0,2,5,0,3,5,0.314722061157
apache1,108,8,110,57,0,59,35,0,17,14,0,34,21,2,9,9,0,2,2,0,1,3,0,6,8,0.35950088501
apache1,113,8,120,61,0,59,35,0,19,19,0,42,29,4,7,7,0,2,2,0,2,6,0,3,6,0.347156047821
apache1,379,7,110,57,0,59,35,0,31,22,0,20,14,4,6,6,0,1,1,0,2,5,0,3,6,0.284093141556
apache1,72,9,120,61,0,59,35,0,21,20,0,40,27,5,9,7,0,3,3,0,2,6,0,4,7,0.343374967575
apache1,160,6,110,57,0,59,35,0,17,14,0,34,20,2,9,7,0,3,3,0,1,4,0,5,6,0.389381170273
apache1,147,8,120,61,0,59,35,0,20,16,0,41,27,4,7,7,0,2,2,0,2,6,0,3,6,0.341537952423
apache1,372,5,110,57,0,59,35,0,31,21,0,20,14,2,6,6,0,1,1,0,2,4,0,3,6,0.28077507019
apache1,71,6,124,61,0,59,35,0,19,14,0,46,29,6,9,7,0,3,3,0,3,7,0,3,6,0.373240947723
apache1,215,6,107,57,0,59,35,0,33,22,0,15,14,2,6,6,0,1,1,0,2,4,0,3,5,0.299759149551
apache1,250,10,140,69,0,59,35,0,36,27,0,45,32,2,6,6,0,1,1,0,3,6,0,2,4,0.296175956726
apache1,398,5,137,69,0,59,35,0,38,25,0,40,26,3,6,6,0,1,1,0,4,6,0,1,5,0.315185070038
apache1,404,3,94,51,0,59,35,0,13,13,0,22,13,3,6,8,0,2,2,0,1,6,0,3,5,0.277435064316
apache1,290,8,110,57,0,59,35,0,22,16,0,29,19,4,7,7,0,2,2,0,3,6,0,2,7,0.302330970764
apache1,184,6,120,61,0,59,35,0,17,18,0,44,28,2,8,6,0,2,2,0,1,3,0,5,5,0.318415164948
apache1,213,7,120,61,0,59,35,0,32,23,0,29,19,4,8,8,0,1,1,0,2,5,0,5,8,0.333243131638
apache1,246,10,120,61,0,59,35,0,27,19,0,34,23,4,9,7,0,2,2,0,4,7,0,3,6,0.341340065002
apache1,380,5,110,57,0,59,35,0,32,22,0,19,14,3,9,9,0,2,2,0,6,9,0,1,4,0.3409678936
apache1,423,3,109,57,0,59,35,0,29,22,0,21,13,3,6,6,0,2,2,0,1,4,0,3,5,0.301659107208
apache1,158,6,109,57,0,59,35,0,17,15,0,33,20,3,6,6,0,1,1,0,1,4,0,4,5,0.30023598671
apache1,382,7,110,57,0,59,35,0,33,23,0,18,14,3,7,7,0,2,2,0,4,7,0,1,3,0.319407939911
apache1,354,7,141,69,0,59,35,0,38,28,0,44,31,2,6,6,0,1,1,0,3,6,0,2,4,0.363950014114
apache1,209,9,144,69,0,59,35,0,41,31,0,44,32,2,6,6,0,1,1,0,2,4,0,3,6,0.295392990112
apache1,408,3,99,53,0,59,35,0,18,15,0,22,13,3,6,6,0,2,2,0,1,4,0,3,5,0.296895027161
apache1,143,5,110,57,0,59,35,0,19,14,0,32,19,2,6,6,0,1,1,0,3,6,0,2,4,0.290597915649
apache1,281,4,124,61,0,59,35,0,20,15,0,45,29,3,6,6,0,1,1,0,2,5,0,3,6,0.29162812233
apache1,214,7,120,61,0,59,35,0,33,23,0,28,18,5,9,7,0,2,2,0,3,7,0,4,6,0.37357211113
apache1,76,7,92,51,0,59,35,0,20,16,0,13,13,3,6,8,0,2,2,0,3,5,0,1,6,0.311980962753
apache1,300,9,110,57,0,59,35,0,22,16,0,29,20,2,8,8,0,1,1,0,3,5,0,4,8,0.326415061951
apache1,279,6,120,61,0,59,35,0,20,16,0,41,26,3,6,6,0,1,1,0,1,5,0,4,6,0.293086051941
apache1,415,3,124,61,0,59,35,0,44,29,0,21,13,3,9,7,0,3,3,0,3,5,0,3,6,0.366096019745
apache1,371,6,124,61,0,59,35,0,44,31,0,21,15,1,6,6,0,1,1,-1,0,0,0,5,6,0.300716161728
apache1,306,7,110,57,0,59,35,0,22,16,0,29,19,3,7,7,0,2,2,0,3,7,0,2,6,0.310876131058
apache1,269,7,120,61,0,59,35,0,32,22,0,29,19,4,6,6,0,1,1,0,2,5,0,3,6,0.301800966263
apache1,155,6,110,57,0,59,35,0,17,14,0,34,20,4,8,6,0,2,2,0,2,6,0,4,5,0.318580150604
apache1,366,6,120,61,0,59,35,0,40,28,0,21,15,1,6,6,0,1,1,-1,0,0,0,5,6,0.328027009964
apache1,85,3,100,53,0,59,35,0,22,14,0,19,12,2,6,6,0,1,1,0,3,4,0,2,4,0.288281917572
apache1,389,6,124,61,0,59,35,0,22,16,0,43,29,4,7,7,0,2,2,0,3,7,0,2,6,0.330596923828
apache1,159,6,104,55,0,59,35,0,12,13,0,33,20,3,6,8,0,1,1,0,1,6,0,4,5,0.307112932205
apache1,303,8,144,69,0,59,35,0,41,32,0,44,30,3,6,6,0,1,1,0,1,5,0,4,6,0.30814409256
apache1,351,6,110,57,0,59,35,0,27,21,0,24,15,4,6,6,0,1,1,0,2,6,0,3,5,0.318855047226
apache1,394,5,97,53,0,59,35,0,22,15,0,16,15,5,6,8,0,1,1,0,3,5,0,2,7,0.30393409729
apache1,337,10,120,61,0,59,35,0,27,20,0,34,23,4,8,8,0,1,1,0,5,8,0,2,5,0.334455966949
apache1,334,12,144,69,0,59,35,0,41,31,0,44,32,4,7,7,0,2,2,0,2,6,0,3,6,0.315994024277
apache1,357,7,137,69,0,59,35,0,38,28,0,40,28,2,6,6,0,1,1,0,3,6,0,2,4,0.295595884323
apache1,344,8,109,57,0,59,35,0,16,15,0,34,21,5,6,8,0,1,1,0,2,7,0,3,5,0.287513971329
apache1,107,6,110,57,0,59,35,0,17,14,0,34,21,4,8,8,0,1,1,0,2,6,0,5,7,0.333008050919
apache1,331,6,120,61,0,59,35,0,38,27,0,23,16,2,6,6,0,1,1,0,1,2,0,4,5,0.31254696846
apache1,421,8,120,61,0,59,35,0,39,28,0,22,17,4,7,7,0,2,2,0,2,7,0,3,6,0.302994012833
apache1,340,10,120,61,0,59,35,0,28,20,0,33,21,4,6,6,0,1,1,0,2,5,0,3,5,0.29137301445
apache1,305,5,97,53,0,59,35,0,22,15,0,16,15,5,6,8,0,1,1,0,3,5,0,2,7,0.284260034561
apache1,75,7,97,53,0,59,35,0,20,16,0,18,15,3,6,6,0,2,2,0,3,5,0,1,4,0.290296077728
apache1,47,8,124,65,0,59,35,0,41,30,0,24,22,4,6,6,0,1,1,0,3,6,0,2,4,0.307507038116
apache1,413,3,120,61,0,59,35,0,40,26,0,21,13,3,9,7,0,3,3,0,3,5,0,3,6,0.403102874756
apache1,411,3,109,57,0,59,35,0,29,22,0,21,13,3,6,6,0,2,2,0,1,4,0,3,5,0.280427932739
