# Options: --keepunused --dodsnsmt --runsmtanalysistype=binarysearch --smtmultithread=allthreads --smtcalcstats --flowsensitive --hazardsensitivewar --toposortinput
# Format: Benchmark,Trace,Initial-CSs,Initial-Stmts,Initial-Vars,Reduced-CSs,Reduced-Stmts,Reduced-Vars,Init0-CSs,Init0-Stmts,Init0-Vars,Init1-CSs,Init1-Stmts,Init1-Vars,Init2-CSs,Init2-Stmts,Init2-Vars,slice0-CSs,slice0-Stmts,slice0-Vars,slice1-CSs,slice1-Stmts,slice1-Vars,slice2-CSs,slice2-Stmts,slice2-Vars,Time[s]
apache2,16,2,78,43,2,8,7,0,65,38,0,6,5,0,7,7,0,1,1,0,2,5,0,5,7,1.09365701675
apache2,17,4,102,55,2,8,7,0,65,38,0,21,18,0,16,12,0,1,1,0,5,7,0,2,5,1.12882995605
apache2,18,3,78,43,3,8,7,0,65,38,0,8,7,0,5,7,0,1,1,0,4,6,0,3,7,1.05046606064
bankaccount,5,5,98,22,5,53,18,0,37,16,0,35,13,0,26,12,0,12,11,0,19,17,0,22,16,16.1184689999
bankaccount,19,6,98,22,6,60,19,0,37,16,0,36,14,0,25,11,0,13,12,0,32,17,0,15,18,18.3432879448
bankaccount,16,6,99,22,6,63,19,0,37,16,0,36,14,0,26,12,0,13,12,0,32,18,0,18,19,20.8244838715
bankaccount,17,6,99,22,6,63,19,0,37,16,0,36,14,0,26,12,0,13,12,0,32,18,0,18,19,24.5788040161
bankaccount,18,7,99,22,7,62,20,0,37,16,0,36,14,0,26,12,0,14,13,0,27,20,0,21,20,22.025439024
bluetooth,6,5,21,10,5,8,7,0,10,8,0,5,6,0,6,6,0,3,3,0,3,7,0,2,6,0.986326932907
pool,152,3,471,147,3,209,111,0,118,33,0,160,62,0,193,71,0,37,21,0,80,55,0,92,60,74.0209858418
pool,146,4,471,147,4,212,112,0,118,33,0,182,71,0,171,62,0,37,21,0,82,64,0,93,58,60.4751260281
pool,130,4,518,162,4,209,111,0,118,33,0,182,71,0,218,77,0,37,21,0,83,64,0,89,57,60.1888217926
pool,131,4,518,162,4,211,111,0,118,33,0,182,71,0,218,77,0,37,21,0,82,64,0,92,57,56.2336969376
pool,143,4,471,147,4,210,112,0,118,33,0,182,71,0,171,62,0,37,21,0,83,64,0,90,58,57.7048299313
pool,149,3,471,147,3,206,111,0,118,33,0,160,62,0,193,71,0,37,21,0,77,55,0,92,60,72.9956490993
pool,138,3,518,162,3,209,112,0,118,33,0,207,77,0,193,71,0,37,21,0,80,56,0,92,60,65.7535321712
pool,137,3,518,162,3,206,112,0,118,33,0,207,77,0,193,71,0,37,21,0,78,56,0,91,60,54.4789819717
deadlock,9,5,29,7,5,20,7,0,13,7,0,8,7,0,8,6,0,6,7,0,7,6,0,7,6,2.13825488091
